64	21	0	0	0	1	1	9	0	0	0	0	0	8	15	0	0	1	0	0	0	0	0
1	98	9	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	1
0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
19	7	3	46	22	7	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	7	3
48	10	0	11	23	4	3	1	0	0	0	0	2	0	1	0	0	1	1	0	12	2	1
2	9	1	14	12	16	15	0	0	2	0	0	0	1	3	21	9	1	4	4	1	3	2
13	0	0	4	0	10	12	0	0	0	0	0	1	7	4	7	9	14	9	19	2	6	3
0	0	0	0	0	0	0	112	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0
0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	94	24	1	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	54	59	0	3	0	0	0	0	0	3	0	0	0	0
0	0	0	0	0	0	1	0	0	5	1	81	30	0	0	0	2	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	14	19	34	51	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	1	3	0	0	0	0	0	0	57	44	0	0	11	4	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	1	112	0	0	0	5	0	1	0	0
0	0	0	14	5	10	10	0	0	0	0	2	4	0	0	49	9	1	0	16	0	0	0
1	0	0	10	7	16	6	0	0	6	2	0	5	2	0	12	5	8	1	14	1	17	7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	28	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	99	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0
0	0	0	0	0	0	0	0	73	0	0	1	0	0	0	0	0	0	0	0	46	0	0
8	0	2	10	31	0	1	13	1	0	0	0	0	2	0	0	0	6	0	3	3	35	5
2	4	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	8	7	52
