107	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	117	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	87	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	37	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	82	32	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0
0	0	0	1	0	78	38	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0
0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	94	24	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	38	80	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	3	6	73	35	0	0	2	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	13	15	25	69	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	78	35	0	0	7	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	3	116	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	101	12	0	0	1	0	0	0
0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	56	56	0	0	4	0	2	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	13	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	102	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	114	0	0
1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	3	103	5
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	119
